Order_ID,Latitude,Longitude,Order_Weight_kg,Date,Cluster,Dist_km_wh
ORD0093,6.62854976328416,3.5996690882807996,9.5,2025-09-14,2,29.67689467555317
ORD0094,6.599983259260825,3.1557877688466554,9.82,2025-09-09,5,31.717738990340212
ORD0095,6.638486608534743,3.5581436690683894,4.9,2025-09-02,1,27.28510177933989
ORD0096,6.599420777266156,3.286263890585307,9.89,2025-09-15,3,20.831007547829262
ORD0097,6.390488810917614,3.5655541697759814,10.52,2025-09-08,4,19.453411037285044
ORD0098,6.634032967929501,3.395729362267479,4.28,2025-09-28,3,20.468970034498902
ORD0099,6.725458476255876,3.473529595586725,4.54,2025-09-17,1,31.688174602151907
ORD0100,6.322553438631944,3.527434252590885,6.67,2025-10-01,4,19.978354977012053
ORD0101,6.757091662199096,3.4202283950629813,3.5,2025-09-19,1,34.22005839080999
ORD0102,6.650784492242753,3.3486889842672354,1.75,2025-09-14,3,23.03452423484785
ORD0103,6.39786476146774,3.5648752806907757,5.52,2025-09-17,4,19.11830179902656
ORD0104,6.703214366916364,3.5391762755575495,2.69,2025-09-02,1,32.07996427030659
ORD0105,6.521743499563123,3.3691066167197143,11.14,2025-09-18,0,8.677018990541836
ORD0106,6.429882905800072,3.152126649825768,8.98,2025-09-07,5,27.47953730237564
ORD0107,6.480517886606549,3.429795737956829,8.14,2025-09-11,2,4.72790473017441
ORD0108,6.377446739050838,3.234678221633778,1.93,2025-09-29,0,19.97000521004212
ORD0109,6.4807791817254286,3.513400979285174,5.2,2025-09-13,2,12.988445609605439
ORD0110,6.46323501414158,3.2004564120138865,2.71,2025-09-22,5,22.09656291636118
ORD0111,6.717597497945257,3.302722597984772,10.88,2025-09-20,3,31.636255461842737
ORD0112,6.378570838507378,3.311135925836553,10.09,2025-09-10,0,12.629507066894927
ORD0113,6.486382839519562,3.5412119707563905,7.17,2025-09-21,2,16.11807733208706
ORD0114,6.450875163859962,3.530865604842778,8.27,2025-09-17,4,14.459798562932923
ORD0115,6.288326037952445,3.419615211125352,9.65,2025-09-06,4,18.10753689753174
ORD0116,6.451578817001841,3.2655268978832344,8.13,2025-09-20,0,14.859093865293705
ORD0117,6.40800223018432,3.5767671410619375,9.14,2025-09-22,4,20.082515459203723
ORD0118,6.440448426454335,3.5909871620265754,2.19,2025-09-02,4,21.129289125884686
ORD0119,6.530033568252732,3.5541193856323883,10.27,2025-09-03,2,19.212826931520873
ORD0120,6.2961988346989886,3.445279938943495,7.12,2025-09-23,4,17.81889855133545
ORD0121,6.465742379231598,3.2107258065720585,3.31,2025-09-21,5,20.985919634875636
ORD0122,6.433364580469991,3.157506256975228,10.4,2025-09-29,5,26.85761345465182
ORD0123,6.653350192187094,3.4819655548180513,2.52,2025-10-01,1,24.35706574759064
ORD0124,6.467088529730516,3.2160468910193023,6.91,2025-09-30,5,20.413465985063688
ORD0125,6.623127529609463,3.23937688510155,9.72,2025-09-22,3,26.181286187383154
ORD0126,6.33940931589007,3.342306827148965,4.15,2025-09-25,0,13.85147437745742
ORD0127,6.677654028985844,3.2539015472165995,8.77,2025-09-17,3,30.021019638443526
ORD0128,6.3091850227120965,3.486604394519102,5.63,2025-09-06,4,18.35106175404211
ORD0129,6.517473733913223,3.2044127954483286,3.48,2025-09-08,5,22.874627681321467
ORD0130,6.595480943649216,3.266249261209107,9.44,2025-09-16,3,21.909380881705648
ORD0131,6.431963296671522,3.2840937294866817,1.39,2025-09-10,0,12.962927618405693
ORD0132,6.538620350198906,3.5256412464066247,10.77,2025-09-03,2,17.02312069755527
ORD0133,6.602674974225058,3.472478128397724,8.48,2025-09-23,2,18.770171757163794
ORD0134,6.560885558206465,3.538558783331894,4.31,2025-09-15,2,19.6559477039697
ORD0135,6.425371099746903,3.437494699225909,5.33,2025-09-29,4,4.966271598128816
ORD0136,6.554838749540275,3.1341534376385787,0.72,2025-09-29,5,31.599550794848305
ORD0137,6.5396195835512,3.223360272912703,0.57,2025-09-12,5,21.91246741549984
ORD0138,6.47702872603179,3.5304167599423018,10.75,2025-09-27,2,14.719599856340174
ORD0139,6.333931838398476,3.4861337738170417,6.78,2025-09-20,4,16.036332104742034
ORD0140,6.665556996022745,3.2729594431101217,3.64,2025-09-16,3,27.77505935377681
ORD0141,6.668222249775659,3.405896212202393,8.31,2025-09-13,1,24.27394721635369
ORD0142,6.487048177873585,3.14948601361717,11.07,2025-09-20,5,27.983441286181417
ORD0143,6.2896735259383005,3.3277546552218897,7.31,2025-09-22,0,19.533540120485856
ORD0144,6.723709743949227,3.4136952106649425,2.06,2025-09-15,1,30.47270832937689
ORD0145,6.577913917658385,3.4969683555602367,4.26,2025-09-15,2,17.806406811299293
ORD0146,6.422215445812759,3.5753969928002154,4.86,2025-09-25,4,19.62504600101618
ORD0147,6.680544771435087,3.3294461461051137,10.1,2025-09-16,3,26.793976344225076
ORD0148,6.708294762219065,3.4018544318210204,12.0,2025-09-12,1,28.72179763026843
ORD0149,6.535055677236302,3.4448380269089824,11.51,2025-09-02,2,10.676572773970816
ORD0150,6.530937413451663,3.131870294812142,2.79,2025-09-01,5,30.960502609571808
ORD0151,6.43530004484055,3.293556566210616,5.95,2025-09-04,0,11.874263061246664
ORD0152,6.416017159897278,3.332829028801265,8.54,2025-09-25,0,8.328591308255715
ORD0153,6.390985394694194,3.524202354513879,11.58,2025-09-23,4,15.212200300632816
ORD0154,6.696112881902269,3.530672872543998,11.59,2025-09-04,1,30.940011367327884
ORD0155,6.310393731811261,3.2630897888516768,7.12,2025-09-30,0,21.67668998910788
ORD0156,6.677814852201176,3.3376577089432717,8.72,2025-09-03,3,26.251277541688975
ORD0157,6.331936390986159,3.252650428680306,3.29,2025-09-23,0,20.91584678857659
ORD0158,6.557146700739909,3.147410243298077,7.4,2025-09-04,5,30.342866550245287
ORD0159,6.578746464593799,3.196197776655027,0.97,2025-09-18,5,26.681305331189
ORD0160,6.386130651214302,3.446429541792287,6.32,2025-09-11,4,8.76118632352695
